Review,Class
"Primero, lo bueno. La ubicación de este hotel es perfecto; no hay nada mejor que tener un fácil acceso a pie a La Vieja Habana. La piscina de la terraza/bar ofrecen una vista fabulosa de la ciudad. El personal es amable y servicial. Hoteles la Habana estoy como ir al Parque Central está claramente en la parte superior de la pila. Pero eso es un montón de pequeños. La cuestión primordial con el PC es su presunta clasificación de 5 estrellas. Me he alojado en cientos de hoteles de 5 estrellas de todo el mundo y el PC es un sólido 3 estrellas en su mejor día. Por ejemplo, el vestíbulo es amplio y abierto, y siempre, siempre lleno de humo. Fumadores en todos lados. Es francamente vergonzoso si eres un no fumador. Tengo toda la puros ""cultura de fumar/cosa"", pero un montón de humo…",4
"Mala relación calidad/precio. El lugsr es bonito, ubicado en una plaza encantadora y es confortable. La comida es correcta pero el precio tan elevado no se corresponde con la calidad. Me molestó que me sumaran a la cuenta un 15% de propina sin preguntar y...así se lo hice saber. Estos detalles hacen que te quedes con mal sabor de boca.Más",2
Pagamos un precio completo para una visita mínima.Hay un recorrido muy pequeño:  no es possible salir del recorrido y ir alrededor de los monumentos como se puede hacer a Palenque o  Teatihuacan o muchos otros sitios pero el peor es que no se puede ver el Tajin chico ni tampoco ĺa Gran Greca sin hablar del museo... solo se puede ver el Tajin viejo y malo no se justifica eso es un puro robo y un falta de respecto del visitante y lo repito : pagamos el precio completo.!!!!,1
"1 Habitación: nada de agua caliente. Después de la ducha con agua extremadamente frío para 2 días, he sido trasladados a otra habitación con agua caliente pero no las toallas. Todos los días, mi primera llamada por la mañana no era de mis seres queridos pero a la que me lleven toallas, tan romántico. Me dijeron que va ser fijado en un par de horas, pero el internet nunca llegó ... así que estoy aquí en casa después de 7 días, dando algunas recomendaciones para este horrible hotel. Planeando unas vacaciones con su familia? Probablemente no estaría mal si tus niños come pescado, bebidas muy lento y no necesitas internet, nunca.",2
"Los pescados y mariscos de buena calidad aseguran, con poco ingenio, una experiencua agradable al gusto. Es el caso de este restaurante. Es bueno porque el producti básico es bueno pero la cocina, el toque del chef, deja mucho que desear. No añade al sabor....Más",3
Nos pareció una gran experiencia estube con mi hija  en verdad es un muy buen atractivo turístico y también un medio de transporte eficiente bien cuidado y organizado como todo lo de medellin.la vista es espectacular y la experiencia inolvidable Gracias Dios.,5
buena ubicacion del hotel amigable empleados solo un detalle me estacia fue de 3 noches y desde la primera noche note que el aire acondicionado no esta funcionando al siguiente dia por la manan lo reporte mandaron un tecnico que segun el lo reparo pero durante la noche el aire acondicionado ya no enfrio y asi tuve que pasar 3 noches con un sistema de aire acondicionado que no enfriaba lastima que el hotel sea un edificio viejo con mal mantenimiento la ubicacion del hotel es perfecta el personal muy amable buena comida en el restauran ....ojala y se pusieran como meta dar un buen mantenimiento al edificion.,3
"Pasé dos noches en el hotel. La ubicación es perfecta, con vistas al Malecón. Me las arreglé para caminar a la mayoría de los sitios que queríamos. Las habitaciones son muy básicas, sí agua tibia. Yo soy exigente tranquila con comida para mí el desayuno no apelar a todos. Pero puedes conseguir una omlett como el resto es bastante básico. Cuando entras en el Malecón hacia la fortaleza a la derecha, al final encontrará un restaurante llamado Prado 12. gran café y comida. buenos precios, menú en inglés, los precios en CUC y hablan inglés. En cuanto a la Habana es una ciudad increíble pero Viajé solo como una mujer y lleva tiempo ignorar hombres después usted y le decimos todo tipo de cosas que nunca ir más que hablar contigo pero están constantemente. No tuve un momento tranquilo.…",3
El hotel esta ubicado estrategicamente en el sector de bocagrande. Es un hotel tradicional pero esta bien conservado. Tiene parte nueva y parte vieja en su edificación. Ofrece buena piscina y atención de muy buen nivel.,4
"Nuestro camarero era inútil y parecía que tenía prisa. Teníamos amigos que habían estado aquí y tuvimos una experiencia agradable (fuimos a su otro restaurante a la vuelta de la esquina de mojitos y fueron) así que era una verdadera decepción de tener una mala...experiencia. El camarero no parece interesado en explicar el menú y la carta de vinos - ugggg. Fue corto y muy caro. Probamos unos aparatos que estaba bien, pero un poco extraño, uno era ceviche de pato (realmente?) Los entrantes estaban bien y pasamos de postre. Hay otros lugares para hacer que son mucho mejores. No vayas.Más",2
"Revisión encontrados sobre este restaurante. Está situado en una nueva zona de desarrollo comercial en la zona de valle de San Pedro. El restaurante es muy bonito por dentro y el menú tiene una buena selección para elegir. Ambos tuvimos un filete de atún atún...que estaba delicioso.

Sin embargo, pedimos 2 lados y nuestra comida llegó con solo uno de ellos ser correcto. Mi problema era que ni nuestro servidor ni su ayudante no ver 1 vez de cuando recibimos a nuestra comida cuando me trajo la factura. Explicamos a otro servidor que forma parte de la comida trajeron era incorrecta y pedimos a corregirlo. Sin embargo, nada cambió. Cuando los platos estaban ocupadas y nos preguntaron si las comidas estaban bien, nos explicó lo sucedido y un gerente parecía tener una conversación entusiasmado con nuestro servidor, pero nada se hizo.

En general, la comida era muy buena, pero el servicio era totalmente opuesta. Yo le costaría mucho volver dado las numerosas opciones para comer en esta zona.Más",2
"Por lo general, los porteros no son muy amables en Cuba, pero lo peor debe ser en el hotel Inglaterra y esto es inaceptable para un hotel así. Compré una tarjeta wifi en el mostrador y luego quise sentarme en el vestíbulo durante 5 minutos y a esta hora de la mañana no había nadie ni otros huéspedes allí. Tan pronto como me senté, el portero se acercó a mí y me dijo que si no era un invitado no podría quedarme allí. Le dije que me quedaría solo 5 minutos y no estaba molestando a nadie de todos modos, pero él insistió y fue muy arrogante. ¿Cómo vende tarjetas wifi en el escritorio y tiene un wifi al que todos pueden acceder y luego tratan a los clientes así? Estaba tomando bebidas y comidas en la terraza de este hotel antes, pero desde entonces nunca más. Enséñele a su portero…",1
"Yo había puesto en un viaje aquí durante más tiempo, pero me alegro mucho de que finalmente fuimos. Aunque no es tan impresionante como otros sitios, este sitio, la capital pasado Maya es casi una versión resumida de Chichen Itza. Puedes subir las ruinas y los jardines están bien mantenidos. Es muy conveniente de Mérida y que no suelen tener grandes multitudes.",4
es un buen lugar para convivir en familia o ir a hacer ejercicio estimo que para las 5 estrellas requeriría restringir un poco la entrada en vehículos ya que hay demasiado trafico vehicular adentro de gente que quiere subir o llegar a veredas arriba,4
"el lugar es cómodo y limpio y con buena atención, los alimentos fueron de excelente calidad tomamos un mezcal  muy bien presentado  el entorno es un parque agradable donde hay bancas y arboles y es zona de bares y resturantes.Más",4
"Reservamos 5 habitaciones de las cuales a 4 no les funcionó el aire.La gente es muy grosera, les pides ayuda y solo te dicen: Ahorita mi compañero lo atiende, se dan la vuelta y simplemente no les importa solucionar el problema.No siempre van a tener cupo lleno",1
"Un paseo obligado, arte del mejor delmundo no solo botero , obras de Dali y otros grandes del arte mundial. Para los chicos aburrido, para los grandes un placer .",4
Nos gusto mucho creo que es el unico lugar de habana que vi vidrieras. Y que vidrieras!! Marcas exclusivas internacionales como paul shark. Muy pintoresca y colorida.,5
"Wow Había escuchado muchas recomendaciones de este lugar, pero nunca había ido, hace unos fui y me precio muy interesante toda las historias que hay en este museo.",5
"Así que hay unos 5 - 6 hoteles en La Habana Vieja (que vi o saber sobre) que sin duda eran los sitios de hace 60 años. Este hotel está en una zona fantástica, cerca del edificio del Capitolio y cerca del malecón, casco histórico y central, museos, etc. Es muy caro para los estándares cubanos, pero no debe ser considerado un lujo, así que en algunas cosas no vale la pena el dinero. Sin embargo, creo que todos los hoteles en La Habana vieja son iguales. Dicho esto, los espacios públicos del hotel eran muy agradables y el aire acondicionado de nuestra habitación era increíble, que era una preocupación nuestra antes de nuestro viaje",4
"Este es un complejo muy agradable! Este es el tercer año que hemos estado allí. Teníamos un apartamento de 1 dormitorio con un estudio adjunto para nuestros hijos adultos. Era tan grande y espaciosa que nunca nos sentimos amontonados en absoluto! Este complejo tiene todo lo que necesitamos y queremos en unas vacaciones... Gran playa, piscina increíble, habitaciones limpias... Pero honestamente lo que nos mantiene regresando si la amabilidad y duro trabajo del personal. Te hacen sentir como un invitado especial cada vez que venga. Queremos que todo el mundo sepa sobre algunas personas especiales en Villa Del Palmar Flamings - Abraham en actividades dio clases de español y cocina en la cima de todas sus otras funciones. Él es un tipo genial! Pablo - toalla Chico, siempre como una sonrisa cálida y una toalla fresca para nosotros! Ivan - (más trabajador hombre jamás!) como conserje piscina nunca sin nada junto a la piscina! Jesús - Nuestro servidor favorito - siempre nos la mejor mesa y nos entretuvo durante toda nuestra comida. Por último, ANTONIO nuestro botones - Él va más allá y por encima de los derechos es! Nos hizo sentir taaaaan especial y nuestro viaje el mejor! Él hace que te sientas como en casa nos viene cada vez que vamos allí. Amor él! Gracias a Ignacio y Felicity. Así que si quieres un complejo agradable con un personal increíble ESTE ES EL LUGAR!",5
"Desde que llegamos tuvimos problemas con la atención de recepción. El resto del hotel cierra muy temprano y tiene poca variedad de platos para el precio del all inclusive. El personal del hotel poco amable, cuando necesitábamos algo debíamos pedirles lo mismo varias veces y presionarlos, o directamente lo teniamos que hacer nosotros( el aire de la habitación no funcionaba y lo tuvo que arreglar mi papa) por lo demas en general es aceptable a relacion del precio.",2
"Restaurante sucio,camareras desagradables,menú caro ,escaso y malisimo
Nada recomendable 
Una pena de gestión ...porque el entorno es precioso",1
"Excelente comida y excelente servicio, buen ambiente y muy bonito lugar, se encuentra en un lugar muy agradable , no se lo pueden perder",5
Presedente Club Deportivo Orsomarso S.C. en la ciudad de Cali. Somos un club aficionado de futbol y realizamos un convenio con el Real Cartagena Futbol Club a tres años en la preparacion de jugadores elites sub20,4
"bonita arquitectura, linda ciudadlo malo la prostituciontours adecuadobuena tour de guiafalta restaurarla",3
"Es un restaurante cuya comida es pésima, de malísima calidad y el espectáculo no puede estar hecho más para turistas de más de 65 años. Siempre te intentan convencer para que vayas a cenar ahí, si no es a ver el Buenavista club es al...Más",1
Entrar en el hotel es ingresar al pasado. Tiene una bellisima arquitectura con infinidad de detalles . Las habitaciones son muy cómodas y los baños están restaurados a nuevo lo que los hace mas agradable. Buen desayuno escuchando una pianista cubana. Tiene hermosas vista desde la terraza y siempre algún espectáculo de música nocturno en el bar,4
"Quién no conoce al famoso Botero?... me encanto ver mas de el artista, yo llevaba un guía lo cual te permite saber más sobre todo lo que ves.Es un museo que se encuentra fácilmente en el centro y es muy bonito por dentro.Disfrútalo!",4
"Un poco caro pero en términos generales bien. La habitación estaba perfecta, límpia... Sólo tenía ducha y no bañera. El servicio muy atento y correcto.  Muy buena ubicación. Un excelente hotel si se va de turismo uno o dos días.",4
"Hotel que desde que entras , desde el portero a todos los carpeteros ven que eres cubano y ex como que ven un fantasma, se nota el no deseo dé hospedarte, ayer me sucedió y buscaron 70 maneras de no propiciar el hospedaje, tiene una tabla en moneda nacional 33.700 por persona lo vas a pagar dijeron no … moneda nacional que mlc al cambio , cuando vamos a pagar en mlc dijeron que es precio era 562.00 porque era precio de carpeta y digo y cómo va ser si hotel vale 234.00 , dijeron que era por el portal del hotel , digo ok por el portal entonces, me dicen nooo porque es 48 horas antes conclusión no quieren cubanos, sólo le agrada dar servicio a aerolíneas que son las que hospedan ahí , el hotel es un museó no les importa facturar dólares, es lo huéspedes que convengan a ellos",1
"No usamos un guía y a la izquierda el museo hasta el final. Excepto por una visión fugaz de una clase de la escuela teníamos el sitio para nosotros.Comenzando con el túnel bajo todo el lugar era impresionante y instructivo. Me imagino la emoción como los arqueólogos minuciosamente excavada en la colina y encontrar nuevas fundaciones, habitaciones o la pared.Al salir del túnel tendrá que girar a la derecha por el camino público a 200 m. Te.m están fuera de las instalaciones de ruina y la necesidad de presentar su billete para ir a través de las puertas giratorias en un pequeño edificio cuando el camino termina en un T. Ahora comienza la diversión. El sitio es casi un tridimensional operativo, con capa sobre capa de cambios realizados por cada generación sobre los 900 años. Hay español e inglés señalización con explicaciones bastante razonables. Como en la mayoría de los sitios en la región hay sólo una fracción que ha sido excavada y restaurado. Y por supuesto en cualquier momento se puede ver hasta la iglesia en la parte de arriba, otra vista muy agradable.El museo tiene un muy bonito, pequeño pero informativo, la colección de artefactos y un modelo amplias de escala del lugar. No te lo pierdas, usted encontrará al otro lado de la calle y bajando unos 100 metros de la entrada/túnel de sitio.",4
"Hay que recorrerlo temprano ya que hace mucho calor y es humedo. Ya sea recorrer las callecitas históricas con templos, plazas y hoteles con formato muy antiguo. De noche es ideal para recorrerla en familia o en pareja, hay buenos espectaculos callejeros y buenos lugares de comida.",4
"El Hotel es excelente, está bien ubicado, sus instalaciones son  muy buenas, tanto las habitaciones y salones, como los espacios al aire libre piscina  y comedor adjunto. Lo  más que destacable es la cordialidad de su personal. Un 5 estrellas adecuado al lugar. Estuvimos 6 días en octubre con mi esposo y lo disfrutamos ampliamente, Lo recomendamos y volveremos",5
"Es muy buen museo, muy clara las explicaciones y muy buena exposición. Hay mucho que ver y disfrutar ",5
"habitación grande, limpia y con unas vistas fantásticas. pero las baldosas del suelo alrededor del retrete estaban rotas y suelto, no es que sea una maravilla de higiene. El aire acondicionado no parecía funcionar, pero que no hacía tanto calor, así que no es un problema. Los desayunos eran geniales - todo lo que puedas querer. También comimos en el cubano y restaurantes polinesio - ambos eran muy buenos, pero éramos los únicos dos personas en el restaurante polinesio y la cubana no era muy concurridos.",3
"Hay varios tours que tienen como destino el Castillo, en los cuales te cuentan la historia mientras uno esta caminando por rampas, escaleras y túneles apreciando cañones que aun han quedado como atractivo.",4
"Mi segunda vez que viajó y estoy en el mismo hotel , en este año , excelente la atención de todos , muy amables , cariñosos , preocupados , desde el guardia y volvería a viajrv y al mismo lugar. Gracias por todos , cariños.",5
"Estuvimos una noche. La organización del hotel nos pareció nefasta. Por la tarde al llegar nos ofrecieron unos servicios que a la mañana siguiente nos negaron. Casi nos sentimos echados de la habitación. Los ascensores no funcionaban...los baños públicos(que sólo se puede acceder con la llave de la habitación )sucios. De la habitación puedo decir que correcta, pese a la bañera desconchada y las cortinas rotas. No había información del hotel ni tampoco mando a distancia de la tele. El desayuno nos pareció muy pobre. ",2
"Personal descortés, el aire acondicionado no funcionaba, mandaron a resolver 4 veces y nunca solucionaron, la recepción nos cobro un monto distinto al de la reserva y no les importó. Muy mala experiencia. ",1
"Pocos lugares en el mundo presentan este contraste histórico tan pronunciado. Buen estado de conservación de las casas, monumentos, equipamientos y servicios en general.",5
"Fuimos por 7 desayunos para llevar al hacerles preguntas nos dejaron con la palabra en la boca 
Mal servidos los platos. Los chilaquiles sin crema,
En el huevo revuelto tenía pedazos o de cascarón y bueno. Estamos en tiempos difíciles y que te atiendan sin...amabilidad muy mal Parriquia
Antes de la pandemia hacíamos nuestro desayuno de fin de año con ustedes, jamás lo haremos de nuevo perdieron un cliente 
Por cierto somos 34 personas las q íbamos al desayuno de fin de año 
Muy mal hay q valorar nuestro trabajoMás",1
"Fue recibido en la puerta iba, pero una vez dentro, nos sentamos en el bar para es parecía 20 minutos después se acercó y antes incluso de pedir dos cervezas, otros 10 minutos y nos sentimos como si estuvieras estorbándoles el barman. Muy grosero y...ni siquiera sonrió. NO se podrá volver o recomendar a mis amigos.Más",2
"Nos alojamos 1 noche a fines de marzo, la habitación que nos tocó estaba en condiciones, lo que rescato es el restó a la carta donde cenamos, comida sabrosa y generosa, en general el hotel está bastante descuidado en la fachada, pero nos comentaron que es debido a que el dueño es el Estado y no le dá mucha importancia,, la piscina se veía linda con agua limpia y clara. En el desayuno había mucha variedad, y la atención de la persona que estaba encargada fue satisfactoria porque la puerta quedaba sin seguro y nos cambiaron inmediatamente 2 pisos más arriba en la misma ubicación. Si fuera nuevamente a La Habana es probable que no lo elija debido a la lejanía del casco viejo, pero como ya habíamos hecho el tour por la ciudad no nos importó.",3
"El bar de este lugar está muy acogedor,privado y se puede ir después de las 12del mediodía.El trato es muy amable ",4
"Es un buen lugar para comer, aunque un poco caro para ser comida nacional. El ambiente es muy bueno y tiene una decoración excelente. Está ubicado en el centro histórico lo que lo hace digno de ser visitado. Y lo mejor los chiles en nogada.",4
"El Metrocable en esta ciudad, se vuelve sinónimo de Integración. Es Cultura Ciudadana!!. Vale la pena tener esta pequeña aventura.",4
"en enero teniamos una reserva paga desde hacia tres meses en este hotel alllegar no habia lugar despues de un dia entero de espera nos mandaron a otro lejisimo !!!sin explicaciones simplemente no hay lugar para uds perdimos un dia dando vueltas por la habana, el hotel y el servicio pesimo no siquera nos permitiron entrar al  baño porque no eramos huespedes !!!! malo malo, hasta ahora jams nos devolvieron un peso ni nos explicaron que paso",1
"Excelente, platos regionales con toque moderno. Ideal para pasar un rato agradable después de caminar por el hermoso centro de Puebla. Ofrecen platos de temporada muy recomendables
No debes perdértelo si visitas el centro",5
El parque es hermoso y el Cristo fenomenal.Una vista muy linda de la ciudad.Lástima que no haya basureros de ningún tipo en ningún lugar y la gente prefiera dejar la basura tirada en lugar de llevarla a casa o al hotel.,5
"De lo mejor de La Habana espectacular la cena y los cocteles son los mejores 
Mariscos frescos buen gusto y un servicio de primera se los recomiendo no dejes de ir cuando visiten La Habana",5
"No es el hotel más moderno ni lujoso, pero si quieres un lugar para descansar, cumple perfectamente la misión.  Está cerca de plazas comerciales y tiendas, el gimnasio está bien equipado y la habitación muy limpia.  Por alguna razón no funcionaba el acceso a internet, pero eso realmente no era muy importante para el tiempo que pasé en el hotel.",3
"En  La Bodeguita se come muy bien, la atención y el ambiente son acogedores pero lo que más me gustó fue la actuación del repentista Orlando Laguardia. Este señor goza de un gran carisma y profesionalidad, le da un color especial y una magia a...Más",5
"El hotel tiene una buena ubicación y nos recibieron muy bien. El do desayuno muy rico y variado. Pero se trata de un edificio muy antiguo, sólo andaban tres ascensores para los mas de 20 pisos que tiene el hotel con lo cual había momentos que se debía esperar mucho tiempo para poder usarlo. También había mucho olor a humedad en los pasillos. En cuanto a la habitación era confortable y muy amplia. El único inconveniente era que la ducha estaba rota y el agua no estaba lo suficientemente caliente.",3
El ingreso es gratuito y hay exposiciones muy peculiares.Me gusto el ambiente y su arquitectura.....,3
"Cercano a varios puntos turísticos y modos de transporte, desayuno muy bueno, habitaciones limpia, sencilla y con linda vista a la ciudad, en definitiva lo que más nos gusto a mi familia y a mi fue la ubicación ",4
"Lugar de Eddie es una fija en nuestra lista cuando en Nuevo Vallarta. Sí, el ambiente del comedor es un poco extravagante y no tenía vistas, pero no se puede superar la menú calidad y variedad de la comida. Tenemos nuestros favoritos, y este año añade otro al ... Pistachio Crusted lista de mahi mahi. Excelente. Precios muy razonables. Precios para duro licores muy alta. Cerveza razonable.",4
"Esta avenida fue descrito como un maravilloso ejemplo de casas coloniales. Por desgracia, el museo fue cerrado y la mayoría de las casas estaban en reparación grand o convertirse en bancos pobres - un poco deprimente realmente",2
"Encantador lugar para el café de la mañana si tienes un montón de tiempo para relajarse. Por lo menos una hora. Si estás buscando algo para ir, hay otros lugares cercanos.",3
"Cuando vas a Cuba tienes que ir con la mente abierta en relación con el nivel que estás acostumbrado comparado con casi cualquier otro lugar del mundo. Dicho esto, este hotel de 4 estrellas es decente, tiene una bonita zona de vestíbulo, música en el salón (aunque en todas partes se puede encontrar buena música en Cuba) y una gran vista de el malecón. En cuanto a la ubicación no es la más cercana al centro de la ciudad así que espera gastar algo de dinero en coco taxi o coches de época que se utilizan también como taxis y puede ser bastante caro. Lo importante es que el baño estaba limpio, las sábanas parecían ser también limpio, pero por el bien de mi paz mental no hora y nunca toque los pies desnudos la alfombra. El servicio era atento y encantador (esencia), el cubano lo…",3
"Éramos un grupo de 11 personas, y es la primera y última vez que venimos a cenar. Era la cena de festejo de cumpleaños. No estaba lleno el lugar, quizá un 20%, y habían más que suficientes meseros como para recibir la pésima atención que...Más",1
"He leído buenas críticas de este lugar y fui para probarlo. La verdad fue que el sitio aparece un comedor obrero, y el acoso del que eres objeto en cuanto entras al Callejón del Chorro, acompañado de lo apretadas que están las mesas puestas allí...Más",1
"El hotel mas impresionante en el que estuve!!! Lo aconsejo 1000x10000!!! Todo el personal del hotel encantador!!! Un especial saludo al director, Alejandro Barrios, al chef corporativo y amigo, Nono, y como no a Soyma (departamento de relaciones públicas). Los tres se portaron con nosotros de lujo!!!  Os invito a todos a que lo probéis, repetiréis fijo, nosotros lo haremos!!!",5
"El hotel se encuentra situado frente a la plaza principal del casco histórico, cerca de todos los puntos de interés, a metros de la peatonal y las principales plazas. En frente del mismo para el bus turístico que es genial y económico para recorrer todos los puntos principales de toda La Habana. Más allá de la ubicación el hotel cuenta con espacios comunes que hacen una estadía muy agradable, principalmente la terraza por las noches y el bar de la galería durante todo el día, los dis espacios con música en vivo. El desayuno es normal, bastante completo (salado y dulce). Sin dudas el punto a mejorar son las habitaciones, si bien se ve que fueron restauradas los resultados no son óptimos (especialmente los baños que se encuentran algo deteriorados) igualmente son muchas más las…",4
"Plaza grande y abierta símbolo de la revolución, en nuestra opinión, es imprescindible su visita. Existen dos grandes imágenes una de Camilo y otra del Che.",4
"Se vuelve muy, muy lleno a veces, y nunca he visto tantas tiendas basura turística en mi vida, pero la pirámide y otras ruinas son impresionantes y merece la pena una visita. Intenta ir temprano, antes de que los autobuses de excursión a descargar su contenido.Si están verdaderamente interesados en la cultura maya, probablemente querrás visitar otros sitios, que están más lejos de todo.Sólo una nota. Si pagas con tarjeta de crédito, usted tiene que pagar impuestos de entrada y separada para. Esto hace que la taquilla muy lento con largas colas.Entonces, tienes que pagar extra por usar una cámara de vídeo o una Gopro. Sí, has leído bien. Puedes llevar cualquier cámara de foto o grabación de vídeo con grabación de vídeo para smartphone gratis, pero para una Gopro tienes que pagar una entrada especial!",4
"Hemos estado aquí para la cena. Pedimos camarones para mí y mi novio plato mar. Ambos eran muy buenos. La verdad el plato de mar era increíble. También pedimos ensaladas de verduras y estuvo bien, nada especial.
También debe probar piña colada, he disfrutado mucho....En general, pasamos allí 40$, que es muy buen precio para esa cantidad de comida super sabrosa. mar
Tuvimos un día agitado en La Habana, pero esta cena fue el mejor lo sucedido con nosotros ese día.Más",5
"buena ubicación, pero el restaurant la comida no era buena y cara, las instalaciones (baño de habitación) ya están algo viejas....el personal es amable, esta en el puro centro historioc de monterrey. taxis muy cerca y transporte",3
"Lugar pésimo en servicio, piscina sucia, a las 8:00 pm se fue el agua en los bungalows que, creí que después de remozados estarían mejores, es la 3ra vez que me alojo en este Hotel, lo han pagado bien caro para mí y no creo que valga la pena. No lo recomiendo a no ser por la ubicación geográfica, por más nada.",2
Realmente no encuentro razón por ir a gastar dinero a un lugar como este. Es solo un lugar para el turista y nada mas. Todo es caro y lo que ofrecen no es muy diferente a lo que puedes encontrar en otros locales de comida...Más,2
Es algo interesante pero todas las pinturas son muy similares. Ya que casi todas tienen el mismo titulo.,3
"Hotel Ambos Mundos está perfectamente situado en el centro de la Habana vieja, sin embargo, eso significa que está rodeado de pavimento de adoquín donde coches y taxis a pedal - incluso están prohibidas, así que tienes que andar con tu equipaje para el último 2 cuadras.  Me alojé en dos hoteles en La Habana, ambos en el Hotel Raquel y el Hotel Ambos Mundos, y Ambos Mundos fue sin duda el mejor. Mientras ellos dicen que es de 4 estrellas, la calificación no es comparable a los estándares occidentales. Esperar que algo no funciona en tu habitación, el aire acondicionado, una lámpara o un problema de fontanería. Este problema no es único de ambos mundos - de haber estado en muchos hoteles en toda Cuba, es normal que algo no funcionaba.  El bar de la planta baja es una delicia para…",3
"Esto es algo que debe hacer mientras en Bogotá. Cogimos el teleférico y fue un rápido paseo de 5 minutos a la cima después de unos 15 minutos de espera. Me claustrofobia, pero estaba bien, con el viaje hacia arriba y hacia abajo. La vista desde la cima es increíble, pero no hay un montón más que hacer una vez que llegue a la cima. Si estás luchando con la altitud en Bogotá, guarde esta para un día o dos después de que usted haya llegado ya que es de 930 m sobre el nivel del mar en la parte superior.",5
"Este hotel está situado a unos pasos del Paseo Montejo, en la zona turística de Mérida. Es un hotel antiguo, tiene un bonito vestíbulo, y buenas instalaciones para conferencias. Las habitaciones son viejas y necesitan una renovación, aunque están limpias. El personal es amable y cálido.  Comer aquí es una experiencia muy buena. La mañana buffet es increíble y tiene platos locales, como cochinita y lechon. Vale la pena probarlo. Ten cuidado con la salsa verde, está hecho de Habanero.  El restaurante es muy bueno, excelentes platos y muy buena selección de vinos. La comida aquí es vale la pena probarlo.  Para resumir ... alojamiento podría ser mejor, la comida es una gran experiencia.",3
"Solo un pequeño problema con la asignacion de habitaciones. Pero el hotel muy bonito y muy limpio. La ubicacion es de lo mejor, teniendo el mar de frente en pleno boulevard y a unos pasos del centro historico de Veracruz, del malecon y del Acuario.",4
"El museo es gratuito, contiene varias pinturas y bocetos de Botero. Hay dos plantas con la exhibición y hay horarios con visita guiada también gratuitas. No dejes de visitarlo.",5
"Muy bonita arquitectura, clima agradable y perfecto para tomar fotos y pasarla bien. Los restaurantes alrededor del zócalo hacen que este punto de la ciudad sea visita obligada.",5
"Es un hotel que ofrece un buen servicio, la comida es buena, las bebidas no son buenas, no es un todo incluido de lujo ciertamente.  Debe coincidir su llegada a Cartagena a las 3:00 pm de lo contrario le cargaran una suma importante por ingresar a las instalaciones del hotel previo a la hora del checkin de la habitación.  Es un hotel con muchas limitaciones en el uso de sus instalaciones, como es el caso de los accesos a las piscinas con múltiples puertas de acceso bloqueadas según ellos para controlar dicho acceso por una sola puerta. Y finalmente no se controla nada ni aforo ni nada. Y por último es un “pet friendly” hotel pero la verdad es a que el hotel presenta muchos pero muchos animales rondando por todas sus instalaciones , perros y gatos no de huéspedes sino perros de…",2
"Buenísimo Arismel, súper atento con una actitud maravillosa. Tenía una herida en el pie, y me ayudó  sanarla. También me dio buenísimas recomendaciones para salir en Cartagena. Una gran persona que da todo para prestar un buen servicio. ",5
"El show también está integrado por el ambiente o lugar donde se realiza.
Estuve en Tropicana y en Parisien que son excelentes en todo.
Y comparo: 1. Guajiro tiene cuatro trámite a de escalera para llegar lo que es un impedimento para muchos, y hay...Más",1
"Excelente ubicación.  Edificio magnífico.  Servicio OK, aunque no siempre ""wow!"".  Algunos empleados no parecen muy apasionados. Otros, no tienen el suficiente empoderamiento para decidir al momento sobre requerimientos simples (""¿Me puede dejar la jarra del café?"").",4
"Está a 30 min de la ciudad, el cobro por entrar es muy accesible. Puedes subir en carro a la Meseta donde encontraras un gran mirador y una tienda con snaks.  Lo valioso es subirlo a pie por el sendero del chile son aproximadamente unos 3 km no necesitas ser un experto, para subir este parte, la segunda parte es llegar al Pinal la cual está 4 km más arriba y ahí solo puedes subir a pie no acceso de carro. Si no gozas de buena condición mejor quédate en la meseta ya qué hay partes más rocosas y empinadas para subir aunque te perderás de una gran vista. ",4
"La experiencia de este viaje fue unica, realmente muy Buena el hotel es muy acojedor el sericio todo incluido pues tiene mucha variedad en licores y cockteles preparados muy esquisitos. El area de pisicina muy acojedor y la idea de estar en el ultimo nivel le permite al mismo tiempo tener una vista maravillosa.  En el restaurant todo muy fresco y de esquisito sabor. El area de la playa es esquisito y muy limpio con el unico pelo de la sopa que fue los vendedores callejeros que realmente se convierten en una pesadilla son muy educados y te ofrecen distintas cosas pero demasiado insistentes es mi unico pero.......Sin estos vendedores diria que el lugar es excelente",4
"Despúes que me dijeron que enviarian fruta y vino de cortesía por ser socio distinguido paso una hora para que lo llevaran, fueron muy cumplidos en el check out auque me permitirton retirar mis cosas ya que había pasado 30 minutos de las 12 ",4
